person_name,user_name,email, personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Viorel Stancu,viorelstancu,viorelstancu@141.ro,1211102359001,1914-01-26,"Soseaua Artemisa Stancu, Alba Iulia, 569783",0761 506 644,ea:ec:2a:48:cb:18,149.122.102.128,RO17BMZS7400157651214322,2025-04-07 14:30:10,23964,509,599,513753,cdae3c2f-8aa9-4bc8-806a-de869038496c
Eremia Florea,eremiaflorea,eremiaflorea@zzup.ro,7730724390930,1963-12-26,"Intrarea Stănescu Nr. 973, Husi, 129900",0254 715 068,26:aa:f6:9b:1f:04,19.169.97.22,RO96NBHS5361270586094193,2025-04-07 14:30:10,5858,319,451,1946585,1355c46f-0dfb-4a61-8b2f-e35457e8a539
Cătălin Mazilescu,cătălinmazilescu,cătălinmazilescu@gmail.com,8990606161549,1925-12-08,"Drumul Roberta Florea Nr. 526 Bl. 77  Sc. 15 Ap. 884, Bailesti, 243526",0253 858 006,68:c1:22:6c:fe:d5,150.152.200.81,RO58PCJI9507353666883275,2025-04-07 14:30:10,34855,937,454,1418996,4711b9b1-f5fc-420f-9cb4-e86b18a6b90d
Marian Popa,marianpopa,marianpopa@141.ro,4770225425345,1988-04-29,"Bulevardul Mocanu, Berceni, 481562",0743 953 850,54:87:2f:88:54:b3,148.44.95.213,RO61KNLE0639789753460769,2025-04-07 14:30:10,34832,76,387,30761,e8013509-09cb-4acb-876e-a8443a04656c
Saveta Stan,savetastan,savetastan@zzup.ro,1401013277988,1920-07-09,"Soseaua Speranța Suciu Nr. 67 Bl. 98  Sc. 36 Ap. 785, Pucioasa, 960917",0738 580 368,de:39:25:5a:bd:b9,200.108.124.228,RO15BAIP9309628471266208,2025-04-07 14:30:10,3457,546,45,1299978,66d7fa8e-6627-4de5-98d8-b7b0d0002ead
Maximilian Barbu,maximilianbarbu,maximilianbarbu@gmail.com,8500610138101,1970-02-27,"Strada Dima Nr. 975, Peris, 149091",0743 931 410,36:70:1e:99:7b:31,193.66.224.119,RO20BBVX4488875056101237,2025-04-07 14:30:10,10821,23,239,661246,af6cf518-f57d-4478-86eb-1c8eb6846400
Grațiana Dochioiu,grațianadochioiu,grațianadochioiu@gmail.com,7240904077559,1995-12-16,"Drumul Stănescu Nr. 341 Bl. 71  Sc. 97 Ap. 323, Husi, 643248",0235 055 654,32:f1:58:c2:b7:73,213.78.6.175,RO34KAAM4747942590777182,2025-04-07 14:30:10,33342,648,32,679706,15613902-7b2a-41df-86a4-f81f1b8dcb7c
Olimpian Cristea,olimpiancristea,olimpiancristea@email.ro,5730231421001,1966-10-04,"Intrarea Cristobal Pop, Carei, 206633",0742 553 547,da:72:e1:f8:dd:4f,107.55.227.156,RO61AWSP6664040388958749,2025-04-07 14:30:10,21983,31,350,280391,cbfa64e7-459c-46bf-8b32-71d7e6fe86f1
Pompiliu Dumitrescu,pompiliudumitrescu,pompiliudumitrescu@email.ro,3790518415671,1919-04-30,"Drumul Ardelean Nr. 824, Oituz, 592227",0253 918 753,a6:58:d0:ee:af:55,173.212.192.84,RO73SDYD0297046563871812,2025-04-07 14:30:10,7061,428,737,1140521,688538f7-0117-4927-af98-6a0acd6e5421
Livia Oprea,liviaoprea,liviaoprea@email.ro,6691019183547,1992-05-05,"Soseaua Stănescu Nr. 40, Uricani, 427365",0727 673 750,8e:eb:54:7d:7a:55,76.100.48.144,RO60QITL3099058159339336,2025-04-07 14:30:10,11031,613,602,1108408,ba433afd-5bef-4a9f-a481-64f5afea098f
Anastasia Gheorghiu,anastasiagheorghiu,anastasiagheorghiu@kappa.ro,5660523291748,2018-05-14,"Aleea Diaconescu Nr. 626 Bl. 68  Sc. 73 Ap. 401, Gherla, 357200",0752 195 678,3e:5b:82:b0:3a:65,102.41.102.46,RO42IFXR7760567112345665,2025-04-07 14:30:10,11944,927,548,303763,01137571-dab7-4093-b929-ca33a1751c5f
Eric Dochioiu,ericdochioiu,ericdochioiu@zzup.ro,5800919092151,1968-05-05,"Bulevardul Marin Nr. 15 Bl. 59  Sc. 88 Ap. 119, Nasaud, 753532",0767 696 508,d4:6d:72:68:6e:ce,89.161.79.212,RO89SLIJ4348440303194847,2025-04-07 14:30:10,16595,632,378,848063,3d215b0c-fe66-45cb-8d8c-4889a2b8225c
Beatrice Voinea,beatricevoinea,beatricevoinea@kappa.ro,4840728264296,1952-04-16,"Intrarea Nistor, Pipera (Voluntari), 657791",0731 400 517,c0:fc:4e:38:0f:3e,87.20.99.213,RO63GJPS6198485384558725,2025-04-07 14:30:10,8527,475,760,1308296,5751027f-8b15-4f02-9a8d-a4776ef3afc4
Vicenția Popa,vicențiapopa,vicențiapopa@post.ro,7110907299609,1942-05-23,"Soseaua Stoica Nr. 28, Tunari, 865084",0732 587 766,04:dd:9b:28:35:45,159.178.118.1,RO81AUVH9478578518520200,2025-04-07 14:30:10,14298,132,252,1625359,b79b15a0-5cc5-42d5-83cd-1efb7cda5401
Ionel Tudor,ioneltudor,ioneltudor@kappa.ro,2820516246182,1992-02-17,"Bulevardul Gheorghiu, Resita, 520984",0249 927 081,f2:83:28:ea:a7:93,182.211.113.114,RO03AOXH9534717497401124,2025-04-07 14:30:10,12922,524,15,134912,368165bf-b2f2-4184-9fa9-eb5524a6f49b
Mărioara Dochioiu,mărioaradochioiu,mărioaradochioiu@email.ro,8261101363090,1952-06-28,"Bulevardul Nidia Stoica, Targu Frumos, 348047",0760 042 747,4a:4b:1e:e6:b4:d7,119.156.4.235,RO05MVWQ4921925141317845,2025-04-07 14:30:10,3624,26,188,930033,051b58d0-f735-4c87-9bc1-12524b3ea1d9
Marcel Dobre,marceldobre,marceldobre@post.ro,5760928194575,2015-09-22,"Bulevardul Tabacu, Aiud, 614541",0243 460 090,5e:40:73:c0:9e:44,58.225.9.245,RO27JAYP8203497957674265,2025-04-07 14:30:10,17920,766,26,1248263,547da617-d64e-4ff8-a379-40924f27676d
Elisaveta Nistor,elisavetanistor,elisavetanistor@post.ro,8520518335441,1936-05-26,"Intrarea Manole Nr. 412, Nasaud, 641268",0731 778 737,3e:f4:e5:55:51:f9,39.125.195.182,RO77CMPK8492830514215801,2025-04-07 14:30:10,3502,347,176,1734691,faed01a5-6f72-4008-9d59-23b3ecb942cf
Pamela Dima,pameladima,pameladima@acasa.ro,2260811025445,1983-04-26,"Strada Stoica Nr. 956, Cudalbi, 699428",0731 921 156,bc:2d:c3:5c:b9:7c,144.77.243.149,RO06NXLX2420857005353787,2025-04-07 14:30:10,29101,718,184,940636,2f3bf7db-29eb-4c6e-bb38-f9bbe94c2583
Vlaicu Georgescu,vlaicugeorgescu,vlaicugeorgescu@post.ro,2230926281940,2001-10-14,"Intrarea Popa, Negresti, 284765",0784 020 648,80:ae:c9:f5:1e:31,217.139.87.75,RO71FBHK3547547740774251,2025-04-07 14:30:10,12757,199,717,1028009,ba2a9dc8-d4dd-45fe-8f9d-9840573dc6dd
Bucur Georgescu,bucurgeorgescu,bucurgeorgescu@141.ro,1521204157927,1968-06-27,"Aleea Ovidiu Oprea Nr. 22, Moisei, 637368",0725 901 139,e6:89:5c:33:89:35,145.83.127.171,RO63QTMU8438646756919347,2025-04-07 14:30:10,12320,824,615,385902,a834a88c-b9c4-42d4-9f55-98532b575d8c
Maia Ionescu,maiaionescu,maiaionescu@kappa.ro,3730530180467,1951-03-01,"Intrarea Lică Pop Nr. 13 Bl. 79  Sc. 89 Ap. 764, Medgidia, 760597",0252 993 085,5e:b4:73:93:d2:4c,131.46.32.84,RO94BGDO6705959156894087,2025-04-07 14:30:10,10982,895,386,355186,15a3a1b7-7a33-4e89-9920-2d6ebacfcad2
Silvian Dochioiu,silviandochioiu,silviandochioiu@email.ro,4430814193973,2012-08-31,"Soseaua Zoe Diaconu Nr. 665 Bl. 13  Sc. 96 Ap. 388, Raducaneni, 820914",0738 581 636,40:d3:f7:5c:87:fa,59.185.11.238,RO24XBXU4718713096663523,2025-04-07 14:30:10,21869,879,419,1904365,67f5ab47-85a1-490f-b089-f5cb067fcea0
Emanuil Nemeș,emanuilnemeș,emanuilnemeș@acasa.ro,2031018378583,1917-06-22,"Bulevardul Viorela Suciu Nr. 12, Cugir, 518240",0242 679 696,16:ae:6c:17:95:bf,43.25.75.28,RO79QAZP3951227864496164,2025-04-07 14:30:10,24316,747,360,915742,85f2304a-e213-4e8d-bbec-98a32e385bbf
Dorinel Gheorghiu,dorinelgheorghiu,dorinelgheorghiu@acasa.ro,6461202053562,2016-10-09,"Soseaua Florea Nr. 55, Vicovu de Jos, 932861",0736 435 073,20:eb:87:1b:7e:0c,48.34.254.217,RO17JAXY0780309167601331,2025-04-07 14:30:10,12046,847,467,1579265,05de2e0b-9f6a-4cdb-a72a-017d0458dae0
Didina Tabacu,didinatabacu,didinatabacu@post.ro,2850820366258,2010-08-27,"Aleea Anuța Nistor Nr. 14, Ovidiu, 586052",0258 486 564,4a:95:7d:e8:5d:b6,159.254.58.146,RO76TPYJ3102988048546242,2025-04-07 14:30:10,35768,112,776,1985292,b6585d5b-c243-4c72-8087-a7eeaf2abadd
Adam Oprea,adamoprea,adamoprea@gmail.com,3821015439333,1979-12-31,"Intrarea Marin Nr. 65 Bl. 58  Sc. 11 Ap. 883, Dumbraveni, 410485",0786 338 924,50:8b:dd:23:5d:a5,139.10.158.20,RO50XWLO9453576896257368,2025-04-07 14:30:10,9057,416,390,916193,e33e3d88-2dd4-408f-b76b-08bb4776155e
Anemona Dochioiu,anemonadochioiu,anemonadochioiu@post.ro,3550910358343,1972-02-04,"Drumul Tomescu Nr. 581, Slatina, 943066",0750 084 726,da:ea:a4:59:c6:fc,159.203.93.226,RO68BYBZ0176702796308060,2025-04-07 14:30:10,34545,665,739,1525377,9126ed2a-b3be-485d-ba51-24c6eb758279
Angel Oprea,angeloprea,angeloprea@post.ro,6321229173220,1975-10-16,"Drumul Tiberiu Ene Nr. 81 Bl. 99  Sc. 71 Ap. 996, Covasna, 123088",0753 297 168,1c:a5:e3:9b:4d:b7,137.151.107.5,RO78NRPT0606014599151274,2025-04-07 14:30:10,16588,360,626,97064,71968828-6ae1-4340-9ec7-20bcb0955b50
Ramona Dumitrescu,ramonadumitrescu,ramonadumitrescu@acasa.ro,4560227177741,1915-09-25,"Soseaua Barbu, Cobadin, 340222",0752 081 942,50:56:88:c6:cd:24,2.82.115.121,RO92GVKX9771278316995294,2025-04-07 14:30:10,9555,120,700,976674,4bebd262-0a61-4755-bed0-4441b6115223
Profira Oprea,profiraoprea,profiraoprea@kappa.ro,4571120210965,1924-01-24,"Drumul Eftimie Stănescu Nr. 881, Drobeta-Turnu Severin, 747185",0746 344 869,1e:b7:7a:f5:90:93,126.243.22.24,RO39FANM1555589936733941,2025-04-07 14:30:10,11603,259,379,573969,252fcb2e-3911-4c65-9879-a4b5ef89db2c
Petrică Pușcașu,petricăpușcașu,petricăpușcașu@zzup.ro,5350621392841,1929-04-15,"Drumul Eftimie, Rasnov Romacril, 284357",0784 901 701,38:17:d7:12:af:1a,178.104.78.43,RO04ILQL1863687644982988,2025-04-07 14:30:10,21784,159,114,491482,703437fe-0929-4dcc-8a4b-04e41b8acd78
Iris Oprea,irisoprea,irisoprea@email.ro,6941222221992,1973-04-04,"Aleea Marcela Dinu, Hateg, 636608",0711 599 373,06:77:8c:49:5c:be,143.34.107.34,RO05WJFQ8874802144477284,2025-04-07 14:30:10,17258,644,29,1318558,7585947f-a438-4115-acdb-da9db764c0d3
Gheorghiță Tomescu,gheorghițătomescu,gheorghițătomescu@kappa.ro,8550221070691,2005-02-04,"Intrarea Voinea Nr. 768, Sfantu Gheorghe, 309338",021 133 8512,4a:61:5f:b8:92:00,35.45.156.117,RO27ZRHI8503733613802164,2025-04-07 14:30:10,9067,151,40,209896,daa00fdd-cbdf-427c-afe6-0e1cf57976fc
Barbu Ioniță,barbuioniță,barbuioniță@gmail.com,8010729118879,1966-07-10,"Soseaua Camil Aanei, Schela Cladovei, 438262",0231 546 542,0a:66:95:f6:40:ec,6.164.235.204,RO90HKIR8514571747580651,2025-04-07 14:30:10,15659,434,212,803609,9d8e9f80-4c37-4047-be7c-f43327923c72
Violeta Popescu,violetapopescu,violetapopescu@zzup.ro,1210709272218,1964-03-31,"Intrarea Mugur Nistor Nr. 77, Diosig, 121582",0740 145 594,80:6f:32:c0:6d:b9,172.184.157.8,RO60KFTZ8957154794065007,2025-04-07 14:30:10,28990,371,629,1064391,5e37cbfe-03e7-458c-b100-b79481c69416
Ecaterina Dinu,ecaterinadinu,ecaterinadinu@gmail.com,6600131233308,1964-05-26,"Intrarea Eftimie Nr. 145 Bl. 34  Sc. 92 Ap. 394, Baia, 724442",0241 520 318,78:83:11:05:24:34,25.10.150.221,RO39GVTU9923107835092866,2025-04-07 14:30:10,9623,235,661,21468,63f675e2-2b7a-433e-bedb-8c5734bc01fe
Ana Dinu,anadinu,anadinu@zzup.ro,3030323224212,1979-06-08,"Soseaua Amanda Mazilescu Nr. 373, Dorohoi, 805374",0711 976 949,fa:c5:e2:a8:b4:5e,213.56.62.231,RO62XQUC0073696863828977,2025-04-07 14:30:10,10356,524,40,377634,0548e9f9-bab9-4b6d-94a8-15b183c6564e
Nichifor Marin,nichiformarin,nichiformarin@141.ro,2980202354904,1941-08-17,"Aleea Tabacu Nr. 29 Bl. 48  Sc. 68 Ap. 346, Murfatlar, 534320",0243 087 997,76:7a:8a:a5:30:f3,163.58.185.49,RO24TLKP9993258230087027,2025-04-07 14:30:10,26553,609,563,993635,55211266-74f9-464a-ac27-7245267463b0
Ariadna Dima,ariadnadima,ariadnadima@acasa.ro,1120210235411,1925-03-23,"Intrarea Mitică Aanei Nr. 171, Sangeorz-Bai, 952734",0252 662 862,36:e9:0d:c1:54:d2,61.7.120.204,RO79APFQ2043539620170109,2025-04-07 14:30:10,4217,628,346,48849,af73b299-cf1f-4f34-800f-af512cb7d442
Brândușa Cristea,brândușacristea,brândușacristea@kappa.ro,6981105174638,1925-03-28,"Intrarea Georgescu Nr. 870, Onesti, 696263",0768 807 397,54:79:a7:97:15:42,26.243.105.211,RO44MFQN7410762164935441,2025-04-07 14:30:10,16001,639,46,66653,b5e58379-958c-42f9-bce1-031a796d0684
Benone Dobre,benonedobre,benonedobre@kappa.ro,8030931304483,1968-07-21,"Intrarea Stancu, Straja, 582193",0254 277 201,de:24:01:1b:5e:7c,78.101.100.60,RO39VBMQ2049959399424863,2025-04-07 14:30:10,25692,601,24,81139,16a2b9f9-02be-4f4e-b661-4fd32152a96a
Agnos Dochioiu,agnosdochioiu,agnosdochioiu@141.ro,5520812307346,1969-06-09,"Drumul Pușcașu, Valea Mare (Babeni), 572601",0237 991 843,8a:ee:50:6d:7d:d7,104.194.210.11,RO16NWEN5279034315732493,2025-04-07 14:30:10,27586,537,627,481392,9df16e11-4d82-4dc1-8995-ba23660ba971
Stelian Georgescu,steliangeorgescu,steliangeorgescu@post.ro,7191221364501,2006-11-08,"Bulevardul Romulus Dochioiu Nr. 65 Bl. 90  Sc. 56 Ap. 479, Reghin, 605962",0261 057 771,1e:fe:3d:c2:de:bb,105.197.216.229,RO82KRTE8997163555652154,2025-04-07 14:30:10,19699,946,543,495584,6bb11e22-0bf9-4e61-9c9e-f23525e99b92
Valeriu Ababei,valeriuababei,valeriuababei@acasa.ro,3840714432582,1970-08-29,"Strada Pușcașu, Mihail Kogalniceanu, 458063",0755 216 444,10:19:fa:b0:f6:21,179.30.203.48,RO83KFQF4670253344656476,2025-04-07 14:30:10,22308,682,362,1552688,899a2f5f-c942-4628-b975-554e54861a33
Leordean Florea,leordeanflorea,leordeanflorea@acasa.ro,6730418302341,1946-04-01,"Soseaua Cornel Popa Nr. 342 Bl. 22  Sc. 26 Ap. 531, Arbore, 130723",0243 327 754,88:05:24:c1:26:38,160.83.138.95,RO83WMBG8930878950903354,2025-04-07 14:30:10,8123,628,443,397402,743a706d-e65a-40ce-b130-2671aa81c4ee
Eftimie Stan,eftimiestan,eftimiestan@kappa.ro,2541131128428,2007-09-19,"Aleea Albu Nr. 797, Fundulea, 815477",0725 274 642,9e:e8:b2:5f:a2:99,83.84.161.199,RO30CLUQ1624083456526224,2025-04-07 14:30:10,30108,49,146,1703242,f170a4c0-977f-4d32-9a07-9c48add4a2fe
Olimpia Oprea,olimpiaoprea,olimpiaoprea@zzup.ro,3890103337799,1920-09-20,"Intrarea Noemi Ababei Nr. 26 Bl. 64  Sc. 10 Ap. 185, Sancraiu de Mures, 771411",0745 727 955,2c:06:72:36:4e:a4,137.100.6.157,RO67MZFL2683267791163382,2025-04-07 14:30:10,24284,295,648,152462,4a2d85c8-1cbd-4865-bede-34ba4fc80c95
Ludmila Ioniță,ludmilaioniță,ludmilaioniță@acasa.ro,7980206075288,1968-01-16,"Intrarea Robert Dumitrescu, Carei, 623992",0232 639 420,e0:23:c1:29:06:d3,126.81.123.186,RO65TSOF4929882157494888,2025-04-07 14:30:10,21420,894,762,892832,180387fb-f939-4ddd-b304-5d74c86482d0
Roza Popescu,rozapopescu,rozapopescu@gmail.com,5910114259226,1942-03-08,"Soseaua Clarisa Nemeș Nr. 870, Campina, 633393",0750 756 483,20:a9:56:66:89:49,112.234.227.44,RO95EACX9865950311671847,2025-04-07 14:30:10,31874,260,280,604375,843be621-74fe-432f-bb28-8ca8b5589796
Eliza Popescu,elizapopescu,elizapopescu@gmail.com,1811111203156,1914-01-14,"Intrarea Iustina Diaconu, Babeni, 505193",0261 975 538,e8:5f:9d:9c:40:97,34.196.140.54,RO30FDJV3687858788116174,2025-04-07 14:30:10,6066,979,77,1839057,0389dc82-43de-440a-97cb-ab634e4ef1d7
Aurel Diaconescu,aureldiaconescu,aureldiaconescu@kappa.ro,7020126244604,2002-08-05,"Soseaua Dima Nr. 50, Gherla, 408885",0745 216 441,e6:53:f4:61:85:95,132.118.180.52,RO70ZYDP9857797825576791,2025-04-07 14:30:10,26048,22,188,1099336,26a8a14f-a731-4a43-8d6b-f95883e1c10b
Nora Cristea,noracristea,noracristea@acasa.ro,4310708180961,2007-04-03,"Strada Tomescu, Miercurea-Ciuc, 373057",0259 545 540,2e:94:46:3b:94:94,138.84.247.246,RO43DDWM6920746080583012,2025-04-07 14:30:10,22554,144,294,1091371,3a622588-a4c4-444c-bc63-dd7af5cb6ec4
Crin Ardelean,crinardelean,crinardelean@email.ro,8040117151754,1988-05-05,"Aleea Stana Dima Nr. 17, Dabuleni, 794305",0267 119 777,3e:42:62:3a:f9:a4,22.186.159.166,RO74YXDX7662370842238507,2025-04-07 14:30:10,30219,385,309,379566,44f40301-5dfc-4c0d-82cb-021ca9b63d33
Caterina Pop,caterinapop,caterinapop@acasa.ro,3760222347721,2002-05-21,"Drumul Ardelean Nr. 34 Bl. 83  Sc. 15 Ap. 616, Moldova Veche, 139785",0771 068 615,1e:7a:7f:ab:42:68,23.170.96.34,RO46ZDCZ6374917055384965,2025-04-07 14:30:10,15324,914,561,1759436,263fc6fd-a7d6-48e2-a3cd-85dff6a94fd9
Janina Stan,janinastan,janinastan@email.ro,4230321459318,1952-06-06,"Intrarea Voinea, Galati, 246382",0245 465 625,8e:fd:c4:22:c6:f6,34.82.245.72,RO98VRAC5870182600197571,2025-04-07 14:30:10,27502,770,674,1815355,c8e2c0b8-8381-4bc3-9791-8074809e3390
Simi Stancu,simistancu,simistancu@email.ro,8440927180148,1989-06-25,"Intrarea Diaconescu, Alexandria, 639993",0255 417 254,9a:b2:9e:0a:cc:a6,1.148.208.40,RO67DQZY9392445255273185,2025-04-07 14:30:10,19255,676,474,459326,bb1607f1-b564-4fc3-bbb0-4116b18bb1b8
Anuța Dima,anuțadima,anuțadima@acasa.ro,3000631362421,1914-10-01,"Intrarea Dima Nr. 44, Vicovu de Sus, 886314",0767 088 666,1e:86:e0:57:c1:3d,42.58.127.160,RO85NHOP8352973091745901,2025-04-07 14:30:10,27665,535,154,846646,995e40a7-432f-4141-9208-d036026267f0
Salomea Preda,salomeapreda,salomeapreda@kappa.ro,7950226322710,1953-07-20,"Drumul Teohari Cristea, Mogosoaia, 181203",0755 862 713,b4:3a:f4:db:d2:dd,19.152.98.36,RO79UQIX9622348782209202,2025-04-07 14:30:10,26638,166,292,1983060,62c86adb-82e9-4ee9-8f09-b3d9585be2a1
Mioara Stan,mioarastan,mioarastan@post.ro,3710531351788,1987-11-24,"Intrarea Adonis Georgescu Nr. 93 Bl. 71  Sc. 10 Ap. 647, Sannicolau Mare, 133870",0257 125 035,6e:19:8c:00:2a:9f,106.75.240.228,RO76ZMXK8511103428198524,2025-04-07 14:30:10,21383,892,244,791724,b3d27db7-f81d-489a-b8e3-a7f76fb6d8e6
Cristina Preda,cristinapreda,cristinapreda@zzup.ro,2290731033854,1946-04-18,"Intrarea Marin Nr. 122 Bl. 59  Sc. 24 Ap. 781, Boldesti-Scaeni, 184432",0260 258 326,22:19:be:34:00:35,75.184.151.10,RO29BPJK7916130413833962,2025-04-07 14:30:10,28038,53,578,872591,30f4e2f3-0b8d-4807-90e9-aa24b19a04fc
Amelia Gheorghiu,ameliagheorghiu,ameliagheorghiu@zzup.ro,3060306447707,1925-04-12,"Bulevardul Oprea Nr. 12 Bl. 12  Sc. 98 Ap. 515, Turda, 183576",0264 805 922,60:a5:ef:d0:82:1b,43.15.157.135,RO74SUXE2976805062435097,2025-04-07 14:30:10,21196,935,177,728146,5a4e9f9a-6c95-48f8-a30d-366a078c4087
Anda Suciu,andasuciu,andasuciu@post.ro,4370503451349,1984-06-23,"Strada Mihai Ioniță Nr. 515, Siret, 268262",0742 414 445,d2:1c:3d:46:4c:cc,108.218.59.13,RO40NBHU3123927595032785,2025-04-07 14:30:10,14436,882,63,1671691,ffb0bb73-44ee-436b-91fd-b3f07761630f
Lorelei Ene,loreleiene,loreleiene@kappa.ro,5151022068432,2016-12-01,"Intrarea Ene, Copsa Mica, 883844",0263 092 948,b2:1d:1e:df:01:55,50.95.74.147,RO84AGHL2498772424231079,2025-04-07 14:30:10,20023,566,620,664696,011e9d3a-c5ed-406a-9006-c5c1a2f2051c
Alexe Nemeș,alexenemeș,alexenemeș@141.ro,4980126510159,2016-03-20,"Strada Marin Nr. 565 Bl. 71  Sc. 40 Ap. 332, Raducaneni, 264488",0260 460 613,78:91:c2:50:58:c5,71.250.112.118,RO89HTBH8916915364904829,2025-04-07 14:30:10,30178,400,195,619671,09cdb8d9-f7f8-4349-90ca-7a046f62b708
Tudora Diaconescu,tudoradiaconescu,tudoradiaconescu@email.ro,8361112066759,1934-02-09,"Intrarea Diaconu Nr. 17, Radauti, 607489",0723 351 295,8e:26:a2:a8:4e:3f,37.195.88.34,RO83UPKE7662602824620473,2025-04-07 14:30:10,31013,482,675,104236,b617555d-f158-4cdc-9666-da66e2966441
Maximilian Dobre,maximiliandobre,maximiliandobre@141.ro,6310401349830,1955-11-30,"Drumul Cezar Tudor Nr. 68 Bl. 36  Sc. 16 Ap. 474, Targu Lapus, 946922",0258 260 367,ba:48:21:ba:41:98,101.194.15.176,RO22ISSG2107707091722824,2025-04-07 14:30:10,26105,324,707,379043,c0e478b7-902d-4cd4-93ba-b8389a25bf85
Ernest Diaconescu,ernestdiaconescu,ernestdiaconescu@kappa.ro,6270823287755,1915-04-30,"Strada Diaconu, Valea Mare (Babeni), 405800",0771 257 184,90:c8:39:a8:6c:64,41.228.207.202,RO29JSCP2025305200503042,2025-04-07 14:30:10,22184,592,769,196985,04077758-8c8f-4975-96b2-ac7164bdfdd5
Teea Georgescu,teeageorgescu,teeageorgescu@gmail.com,4350319383065,1956-05-10,"Aleea Albu Nr. 97 Bl. 68  Sc. 63 Ap. 156, Talmaciu, 728068",0785 078 827,18:3b:ab:22:53:8b,191.45.37.134,RO85CTCC9761311656455833,2025-04-07 14:30:10,25487,382,15,989356,47bb87b2-b442-4272-b0ca-c95a551c2df9
Izabela Gheorghiu,izabelagheorghiu,izabelagheorghiu@acasa.ro,8930807201331,1919-12-11,"Drumul Albu Nr. 23, Intorsura Buzaului, 465553",0260 710 405,56:f5:66:fc:9c:80,156.217.124.249,RO83ZYNF7606071767753984,2025-04-07 14:30:10,14299,347,260,1565049,50e48491-df88-4261-9c4b-dfdccd1d67cf
Leontina Stan,leontinastan,leontinastan@zzup.ro,8350928075625,1990-11-06,"Strada Voinea Nr. 484 Bl. 85  Sc. 51 Ap. 334, Magurele, 776686",0254 832 005,36:e8:0c:69:f1:a2,206.6.50.194,RO62QJTY1223501074873511,2025-04-07 14:30:10,17332,639,99,584686,c3250a28-cf77-4e12-9fb3-9e13a901961a
Jean Tabacu,jeantabacu,jeantabacu@kappa.ro,8120618049901,1984-02-20,"Intrarea Stoica Nr. 53, Sighetu Marmatiei, 452217",0243 446 414,3a:4d:ed:ed:6c:ee,186.37.239.60,RO08ZPNS7329953468685622,2025-04-07 14:30:10,11515,206,327,556756,4e30c8dc-5008-4050-9ab2-b8fcb0091207
Dominic Popescu,dominicpopescu,dominicpopescu@email.ro,2621017044019,1957-01-01,"Soseaua Pamela Dinu Nr. 512 Bl. 10  Sc. 97 Ap. 564, Petrila, 302385",0238 681 830,ba:7c:1c:7e:8f:47,5.158.20.13,RO95TVAL8416925097512968,2025-04-07 14:30:10,13405,76,300,479748,90217e23-9aaf-460d-85b7-a7f26222cfbd
Olivia Ababei,oliviaababei,oliviaababei@gmail.com,1071028157121,1927-12-28,"Intrarea Rafael Aanei, Jibou, 904095",0784 820 647,34:33:01:cc:46:aa,17.240.136.2,RO83BHUF9969894995005394,2025-04-07 14:30:10,22336,892,333,1735446,9de8635b-18fc-457b-88d6-f3b280c54367
Mirela Ababei,mirelaababei,mirelaababei@kappa.ro,4261217444445,1923-08-22,"Intrarea Gregorian Dinu, Nadlac, 355204",0733 294 906,92:28:d8:a4:89:a4,110.119.212.242,RO55PYUS1161410733926047,2025-04-07 14:30:10,530,445,786,623063,c483d40a-8ff1-4929-b913-680f5547926b
Erica Pop,ericapop,ericapop@kappa.ro,8891221355860,1989-04-26,"Drumul Stan, Fundeni, 826812",0770 737 084,e0:8a:39:3e:aa:50,123.206.240.18,RO76BQGL9764923883170024,2025-04-07 14:30:10,10764,763,597,796642,1be6d92c-ecb7-4ca5-b92a-5e5f99a74671
Roxelana Barbu,roxelanabarbu,roxelanabarbu@141.ro,4670809397236,2016-03-20,"Intrarea Sorana Preda Nr. 13, Floresti, 795712",0260 360 887,62:d7:bd:0c:91:61,34.117.255.42,RO43VVUS6095472442020155,2025-04-07 14:30:10,35777,46,779,1745254,cd8451d8-e3ff-4dd0-8be3-5388e5ef8734
Laura Diaconu,lauradiaconu,lauradiaconu@email.ro,5891127126922,2003-03-10,"Drumul Olimpia Stan, Borcea, 667402",0749 938 960,50:eb:e3:59:29:74,25.148.199.221,RO81FUVG5472563652222435,2025-04-07 14:30:10,8839,154,629,1690018,ec0654d7-b91f-45ee-9027-2944ae14015b
Gabi Dochioiu,gabidochioiu,gabidochioiu@zzup.ro,1320413152959,2010-12-26,"Intrarea Ofelia Cristea Nr. 437, Salonta, 583402",0760 456 898,6c:d9:d3:4d:cb:22,25.32.206.14,RO91XCAR2074441367271995,2025-04-07 14:30:10,14756,102,307,1612876,1083bf4b-631f-4cfa-907a-315d12424383
Titus Tudor,titustudor,titustudor@141.ro,2970101406565,1953-07-23,"Soseaua Albu Nr. 432 Bl. 77  Sc. 30 Ap. 257, Targu Secuiesc, 944833",0748 304 581,62:02:fa:e2:4b:82,130.224.22.227,RO03TOBS2235711699501665,2025-04-07 14:30:10,21196,307,539,1429664,e21ce104-3195-4ca9-9949-41d1f88c921b
